Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold183-size157117-gene-0.2,23,0.0,11.5,False
scaffold183-size157117-gene-0.3,22,1.0,11.0,False
scaffold184-size112083-gene-0.0,11,0.0,5.5,False
scaffold184-size112083-gene-0.1,23,0.0,11.5,False
scaffold184-size112083-gene-0.2,2,0.0,1.0,False
scaffold184-size112083-gene-0.3,20,0.0,10.0,False
scaffold184-size112083-gene-0.7,1,0.0,0.5,False
scaffold184-size112083-gene-0.8,1,0.0,0.5,False
scaffold185-size133110-gene-0.2,1,0.0,0.5,False
scaffold186-size111258-gene-0.18,17,12.0,8.5,True
scaffold186-size111258-gene-0.24,1,0.0,0.5,False
scaffold186-size111258-gene-0.26,8,3.0,4.0,False
scaffold186-size111258-gene-0.27,1,0.0,0.5,False
scaffold186-size111258-gene-0.28,16,0.0,8.0,False
scaffold187-size310165-gene-0.10,16,10.0,8.0,True
scaffold187-size310165-gene-0.11,17,16.0,8.5,True
scaffold187-size310165-gene-0.2,6,2.0,3.0,False
scaffold187-size310165-gene-0.6,7,0.0,3.5,False
scaffold187-size310165-gene-0.8,19,19.0,9.5,True
scaffold187-size310165-gene-0.9,15,6.0,7.5,False
scaffold187-size310165-gene-2.1,10,6.0,5.0,True
scaffold187-size310165-gene-2.4,7,0.0,3.5,False
scaffold188-size110635-gene-0.6,1,0.0,0.5,False
scaffold188-size110635-gene-0.8,1,0.0,0.5,False
scaffold188-size110635-gene-0.9,23,0.0,11.5,False
scaffold189-size134593-gene-0.20,21,21.0,10.5,True
scaffold189-size134593-gene-0.21,4,0.0,2.0,False
scaffold189-size134593-gene-0.22,23,21.0,11.5,True
scaffold189-size134593-gene-0.27,19,0.0,9.5,False
scaffold189-size134593-gene-0.29,23,0.0,11.5,False
scaffold189-size134593-gene-0.31,14,1.0,7.0,False
scaffold189-size134593-gene-0.34,2,0.0,1.0,False
scaffold189-size134593-gene-0.39,21,11.0,10.5,True
scaffold189-size134593-gene-0.40,10,1.0,5.0,False
scaffold189-size134593-gene-0.41,9,1.0,4.5,False
scaffold189-size134593-gene-0.42,14,1.0,7.0,False
scaffold189-size134593-gene-0.43,5,0.0,2.5,False
scaffold19-size340214-gene-0.27,15,0.0,7.5,False
scaffold19-size340214-gene-0.28,12,0.0,6.0,False
scaffold19-size340214-gene-0.29,16,0.0,8.0,False
scaffold19-size340214-gene-0.30,12,0.0,6.0,False
scaffold19-size340214-gene-0.31,12,11.0,6.0,True
scaffold19-size340214-gene-0.32,21,0.0,10.5,False
scaffold19-size340214-gene-0.33,2,0.0,1.0,False
scaffold19-size340214-gene-0.37,14,3.0,7.0,False
scaffold19-size340214-gene-0.38,11,0.0,5.5,False
scaffold19-size340214-gene-0.39,22,0.0,11.0,False
scaffold19-size340214-gene-0.40,21,0.0,10.5,False
scaffold19-size340214-gene-0.41,1,0.0,0.5,False
scaffold19-size340214-gene-0.43,23,0.0,11.5,False
scaffold19-size340214-gene-0.44,1,0.0,0.5,False
scaffold19-size340214-gene-0.46,1,0.0,0.5,False
scaffold19-size340214-gene-0.47,4,0.0,2.0,False
scaffold19-size340214-gene-0.48,21,0.0,10.5,False
scaffold19-size340214-gene-0.51,23,1.0,11.5,False
scaffold19-size340214-gene-0.53,22,9.0,11.0,False
scaffold19-size340214-gene-1.10,24,0.0,12.0,False
scaffold19-size340214-gene-1.11,1,0.0,0.5,False
scaffold19-size340214-gene-1.13,23,15.0,11.5,True
scaffold19-size340214-gene-1.14,20,0.0,10.0,False
scaffold19-size340214-gene-1.15,1,0.0,0.5,False
scaffold19-size340214-gene-1.16,21,20.0,10.5,True
scaffold19-size340214-gene-1.17,4,4.0,2.0,True
scaffold19-size340214-gene-1.18,14,6.0,7.0,False
scaffold19-size340214-gene-1.21,7,0.0,3.5,False
scaffold19-size340214-gene-1.22,15,0.0,7.5,False
scaffold19-size340214-gene-1.25,4,3.0,2.0,True
scaffold19-size340214-gene-1.28,19,0.0,9.5,False
scaffold19-size340214-gene-1.29,24,21.0,12.0,True
scaffold19-size340214-gene-1.30,1,0.0,0.5,False
scaffold19-size340214-gene-1.31,3,1.0,1.5,False
scaffold19-size340214-gene-1.33,13,0.0,6.5,False
scaffold19-size340214-gene-1.34,23,7.0,11.5,False
scaffold19-size340214-gene-1.36,16,13.0,8.0,True
scaffold19-size340214-gene-1.37,3,3.0,1.5,True
scaffold19-size340214-gene-1.41,14,5.0,7.0,False
scaffold19-size340214-gene-2.100,23,0.0,11.5,False
scaffold19-size340214-gene-2.101,19,0.0,9.5,False
scaffold19-size340214-gene-2.52,15,2.0,7.5,False
scaffold19-size340214-gene-2.53,6,1.0,3.0,False
scaffold19-size340214-gene-2.57,20,0.0,10.0,False
scaffold19-size340214-gene-2.59,6,0.0,3.0,False
scaffold19-size340214-gene-2.60,2,0.0,1.0,False
scaffold19-size340214-gene-2.61,19,12.0,9.5,True
scaffold19-size340214-gene-2.62,22,0.0,11.0,False
scaffold19-size340214-gene-2.63,16,0.0,8.0,False
scaffold19-size340214-gene-2.64,17,0.0,8.5,False
scaffold19-size340214-gene-2.66,19,0.0,9.5,False
scaffold19-size340214-gene-2.68,15,11.0,7.5,True
scaffold19-size340214-gene-2.69,20,0.0,10.0,False
scaffold19-size340214-gene-2.71,20,18.0,10.0,True
scaffold19-size340214-gene-2.72,19,18.0,9.5,True
scaffold19-size340214-gene-2.73,18,0.0,9.0,False
scaffold19-size340214-gene-2.74,19,0.0,9.5,False
scaffold19-size340214-gene-2.75,6,1.0,3.0,False
scaffold19-size340214-gene-2.77,1,0.0,0.5,False
scaffold19-size340214-gene-2.81,14,3.0,7.0,False
scaffold19-size340214-gene-2.82,23,0.0,11.5,False
scaffold19-size340214-gene-2.83,3,0.0,1.5,False
scaffold19-size340214-gene-2.84,18,0.0,9.0,False
scaffold19-size340214-gene-2.85,22,0.0,11.0,False
scaffold19-size340214-gene-2.89,23,22.0,11.5,True
scaffold19-size340214-gene-2.90,19,0.0,9.5,False
scaffold19-size340214-gene-2.94,1,0.0,0.5,False
scaffold19-size340214-gene-2.95,22,5.0,11.0,False
scaffold19-size340214-gene-2.96,20,17.0,10.0,True
scaffold19-size340214-gene-2.97,16,0.0,8.0,False
scaffold19-size340214-gene-2.98,2,0.0,1.0,False
scaffold19-size340214-gene-2.99,2,0.0,1.0,False
scaffold190-size123041-gene-0.15,3,2.0,1.5,True
scaffold190-size123041-gene-0.6,3,3.0,1.5,True
scaffold190-size123041-gene-0.8,21,20.0,10.5,True
scaffold190-size123041-gene-0.9,11,9.0,5.5,True
scaffold191-size141610-gene-0.2,2,0.0,1.0,False
scaffold191-size141610-gene-0.5,10,0.0,5.0,False
scaffold191-size141610-gene-0.7,11,1.0,5.5,False
scaffold192-size107045-gene-0.3,12,0.0,6.0,False
scaffold193-size106478-gene-0.31,18,18.0,9.0,True
scaffold193-size106478-gene-0.32,23,0.0,11.5,False
scaffold193-size106478-gene-0.33,20,20.0,10.0,True
scaffold193-size106478-gene-0.35,16,3.0,8.0,False
scaffold193-size106478-gene-0.36,22,20.0,11.0,True
scaffold193-size106478-gene-0.37,1,0.0,0.5,False
scaffold193-size106478-gene-0.39,24,21.0,12.0,True
scaffold193-size106478-gene-0.40,20,20.0,10.0,True
scaffold193-size106478-gene-0.41,18,17.0,9.0,True
scaffold193-size106478-gene-0.42,22,0.0,11.0,False
scaffold193-size106478-gene-0.44,19,0.0,9.5,False
scaffold193-size106478-gene-0.45,17,0.0,8.5,False
scaffold193-size106478-gene-0.46,24,0.0,12.0,False
scaffold193-size106478-gene-0.47,14,0.0,7.0,False
scaffold193-size106478-gene-0.48,20,0.0,10.0,False
scaffold193-size106478-gene-0.49,21,16.0,10.5,True
scaffold193-size106478-gene-0.50,17,0.0,8.5,False
scaffold193-size106478-gene-0.52,20,20.0,10.0,True
scaffold193-size106478-gene-0.53,15,12.0,7.5,True
scaffold194-size106436-gene-0.10,19,14.0,9.5,True
scaffold194-size106436-gene-0.11,20,5.0,10.0,False
scaffold194-size106436-gene-0.13,14,0.0,7.0,False
scaffold194-size106436-gene-0.14,21,1.0,10.5,False
scaffold194-size106436-gene-0.6,16,0.0,8.0,False
scaffold194-size106436-gene-0.8,19,15.0,9.5,True
scaffold195-size184819-gene-0.13,1,0.0,0.5,False
scaffold195-size184819-gene-0.20,2,0.0,1.0,False
scaffold195-size184819-gene-0.4,16,0.0,8.0,False
scaffold195-size184819-gene-0.6,16,0.0,8.0,False
scaffold195-size184819-gene-0.9,19,15.0,9.5,True
scaffold196-size103372-gene-0.0,20,4.0,10.0,False
scaffold196-size103372-gene-0.1,21,21.0,10.5,True
scaffold198-size176893-gene-0.10,16,16.0,8.0,True
scaffold198-size176893-gene-0.12,18,17.0,9.0,True
scaffold198-size176893-gene-0.14,1,0.0,0.5,False
scaffold198-size176893-gene-0.15,21,0.0,10.5,False
scaffold198-size176893-gene-0.16,2,0.0,1.0,False
scaffold198-size176893-gene-0.19,20,0.0,10.0,False
scaffold198-size176893-gene-0.2,22,0.0,11.0,False
scaffold198-size176893-gene-0.20,21,0.0,10.5,False
scaffold198-size176893-gene-0.21,21,0.0,10.5,False
scaffold198-size176893-gene-0.22,12,0.0,6.0,False
scaffold198-size176893-gene-0.23,13,0.0,6.5,False
scaffold198-size176893-gene-0.26,19,17.0,9.5,True
scaffold198-size176893-gene-0.3,1,0.0,0.5,False
scaffold198-size176893-gene-0.4,14,0.0,7.0,False
scaffold198-size176893-gene-0.6,12,0.0,6.0,False
scaffold198-size176893-gene-0.8,18,17.0,9.0,True
scaffold199-size101705-gene-0.1,10,0.0,5.0,False
scaffold199-size101705-gene-0.2,9,0.0,4.5,False
scaffold199-size101705-gene-0.3,2,0.0,1.0,False
scaffold199-size101705-gene-0.4,11,0.0,5.5,False
scaffold199-size101705-gene-0.5,3,0.0,1.5,False
scaffold199-size101705-gene-0.8,20,0.0,10.0,False
scaffold2-size643102-gene-0.0,19,0.0,9.5,False
scaffold2-size643102-gene-0.1,22,0.0,11.0,False
scaffold2-size643102-gene-0.10,1,0.0,0.5,False
scaffold2-size643102-gene-0.11,2,0.0,1.0,False
scaffold2-size643102-gene-0.18,23,1.0,11.5,False
scaffold2-size643102-gene-0.2,22,0.0,11.0,False
scaffold2-size643102-gene-0.20,19,0.0,9.5,False
scaffold2-size643102-gene-0.21,12,0.0,6.0,False
scaffold2-size643102-gene-0.22,23,0.0,11.5,False
scaffold2-size643102-gene-0.23,19,0.0,9.5,False
scaffold2-size643102-gene-0.25,19,17.0,9.5,True
scaffold2-size643102-gene-0.29,21,0.0,10.5,False
scaffold2-size643102-gene-0.3,15,7.0,7.5,False
scaffold2-size643102-gene-0.5,21,1.0,10.5,False
scaffold2-size643102-gene-0.7,3,0.0,1.5,False
scaffold2-size643102-gene-0.8,15,0.0,7.5,False
scaffold2-size643102-gene-1.1,1,0.0,0.5,False
scaffold2-size643102-gene-1.11,14,0.0,7.0,False
scaffold2-size643102-gene-1.12,23,1.0,11.5,False
scaffold2-size643102-gene-1.13,17,1.0,8.5,False
scaffold2-size643102-gene-1.14,21,0.0,10.5,False
scaffold2-size643102-gene-1.15,19,0.0,9.5,False
scaffold2-size643102-gene-1.17,6,0.0,3.0,False
scaffold2-size643102-gene-1.18,24,23.0,12.0,True
scaffold2-size643102-gene-1.19,22,22.0,11.0,True
scaffold2-size643102-gene-1.2,22,19.0,11.0,True
scaffold2-size643102-gene-1.20,2,0.0,1.0,False
scaffold2-size643102-gene-1.22,23,22.0,11.5,True
scaffold2-size643102-gene-1.23,23,0.0,11.5,False
scaffold2-size643102-gene-1.24,23,0.0,11.5,False
scaffold2-size643102-gene-1.26,21,0.0,10.5,False
scaffold2-size643102-gene-1.27,12,0.0,6.0,False
scaffold2-size643102-gene-1.29,20,20.0,10.0,True
scaffold2-size643102-gene-1.3,23,0.0,11.5,False
scaffold2-size643102-gene-1.30,6,3.0,3.0,False
scaffold2-size643102-gene-1.31,24,1.0,12.0,False
scaffold2-size643102-gene-1.32,4,0.0,2.0,False
scaffold2-size643102-gene-1.35,1,0.0,0.5,False
scaffold2-size643102-gene-1.36,16,13.0,8.0,True
scaffold2-size643102-gene-1.37,22,0.0,11.0,False
scaffold2-size643102-gene-1.38,24,23.0,12.0,True
scaffold2-size643102-gene-1.42,1,0.0,0.5,False
scaffold2-size643102-gene-1.43,22,0.0,11.0,False
scaffold2-size643102-gene-1.44,1,0.0,0.5,False
scaffold2-size643102-gene-1.45,24,21.0,12.0,True
scaffold2-size643102-gene-1.46,19,17.0,9.5,True
scaffold2-size643102-gene-1.47,23,5.0,11.5,False
scaffold2-size643102-gene-1.5,18,0.0,9.0,False
scaffold2-size643102-gene-1.6,3,0.0,1.5,False
scaffold2-size643102-gene-2.0,22,0.0,11.0,False
scaffold2-size643102-gene-2.1,17,4.0,8.5,False
scaffold2-size643102-gene-2.10,23,0.0,11.5,False
scaffold2-size643102-gene-2.11,20,0.0,10.0,False
scaffold2-size643102-gene-2.12,2,0.0,1.0,False
scaffold2-size643102-gene-2.13,21,0.0,10.5,False
scaffold2-size643102-gene-2.15,20,13.0,10.0,True
scaffold2-size643102-gene-2.16,17,0.0,8.5,False
scaffold2-size643102-gene-2.17,23,21.0,11.5,True
scaffold2-size643102-gene-2.18,16,0.0,8.0,False
scaffold2-size643102-gene-2.19,18,0.0,9.0,False
scaffold2-size643102-gene-2.2,23,0.0,11.5,False
scaffold2-size643102-gene-2.20,20,0.0,10.0,False
scaffold2-size643102-gene-2.21,20,7.0,10.0,False
scaffold2-size643102-gene-2.22,11,10.0,5.5,True
scaffold2-size643102-gene-2.23,5,0.0,2.5,False
scaffold2-size643102-gene-2.24,22,0.0,11.0,False
scaffold2-size643102-gene-2.25,24,0.0,12.0,False
scaffold2-size643102-gene-2.26,18,2.0,9.0,False
scaffold2-size643102-gene-2.27,19,1.0,9.5,False
scaffold2-size643102-gene-2.28,14,14.0,7.0,True
scaffold2-size643102-gene-2.29,22,21.0,11.0,True
scaffold2-size643102-gene-2.3,22,0.0,11.0,False
scaffold2-size643102-gene-2.31,1,0.0,0.5,False
scaffold2-size643102-gene-2.32,16,0.0,8.0,False
scaffold2-size643102-gene-2.34,2,0.0,1.0,False
scaffold2-size643102-gene-2.35,1,0.0,0.5,False
scaffold2-size643102-gene-2.36,20,0.0,10.0,False
scaffold2-size643102-gene-2.37,21,1.0,10.5,False
scaffold2-size643102-gene-2.38,22,0.0,11.0,False
scaffold2-size643102-gene-2.4,2,0.0,1.0,False
scaffold2-size643102-gene-2.5,23,0.0,11.5,False
scaffold2-size643102-gene-2.7,21,1.0,10.5,False
scaffold2-size643102-gene-2.8,21,0.0,10.5,False
scaffold2-size643102-gene-3.38,22,0.0,11.0,False
scaffold2-size643102-gene-3.39,21,0.0,10.5,False
scaffold2-size643102-gene-3.40,1,0.0,0.5,False
scaffold2-size643102-gene-3.41,21,17.0,10.5,True
scaffold2-size643102-gene-3.42,23,0.0,11.5,False
scaffold2-size643102-gene-3.45,1,0.0,0.5,False
scaffold2-size643102-gene-3.46,1,0.0,0.5,False
scaffold2-size643102-gene-3.48,9,1.0,4.5,False
scaffold2-size643102-gene-3.49,19,2.0,9.5,False
scaffold2-size643102-gene-3.50,18,0.0,9.0,False
scaffold2-size643102-gene-3.51,23,21.0,11.5,True
scaffold2-size643102-gene-3.52,24,0.0,12.0,False
scaffold2-size643102-gene-3.53,22,22.0,11.0,True
scaffold2-size643102-gene-3.55,19,0.0,9.5,False
scaffold2-size643102-gene-3.57,19,15.0,9.5,True
scaffold2-size643102-gene-3.58,23,0.0,11.5,False
scaffold2-size643102-gene-3.59,1,0.0,0.5,False
scaffold2-size643102-gene-3.60,19,0.0,9.5,False
scaffold2-size643102-gene-3.62,10,5.0,5.0,False
scaffold2-size643102-gene-3.65,1,0.0,0.5,False
scaffold2-size643102-gene-3.66,1,0.0,0.5,False
scaffold2-size643102-gene-3.67,22,0.0,11.0,False
scaffold2-size643102-gene-3.68,22,0.0,11.0,False
scaffold2-size643102-gene-3.69,20,0.0,10.0,False
scaffold2-size643102-gene-4.1,12,0.0,6.0,False
scaffold2-size643102-gene-4.10,23,0.0,11.5,False
scaffold2-size643102-gene-4.11,5,0.0,2.5,False
scaffold2-size643102-gene-4.12,1,0.0,0.5,False
scaffold2-size643102-gene-4.14,3,0.0,1.5,False
scaffold2-size643102-gene-4.4,21,0.0,10.5,False
scaffold2-size643102-gene-4.6,1,0.0,0.5,False
scaffold2-size643102-gene-4.9,19,0.0,9.5,False
scaffold2-size643102-gene-5.3,20,8.0,10.0,False
scaffold20-size373691-gene-0.0,19,0.0,9.5,False
scaffold20-size373691-gene-0.9,21,20.0,10.5,True
scaffold20-size373691-gene-1.0,24,23.0,12.0,True
scaffold20-size373691-gene-1.1,17,0.0,8.5,False
scaffold20-size373691-gene-1.12,18,0.0,9.0,False
scaffold20-size373691-gene-1.9,8,0.0,4.0,False
scaffold20-size373691-gene-2.10,5,0.0,2.5,False
scaffold20-size373691-gene-2.5,14,0.0,7.0,False
scaffold200-size191381-gene-0.11,10,0.0,5.0,False
scaffold200-size191381-gene-0.15,21,0.0,10.5,False
scaffold200-size191381-gene-0.16,16,0.0,8.0,False
scaffold200-size191381-gene-0.17,22,0.0,11.0,False
scaffold200-size191381-gene-0.4,17,0.0,8.5,False
scaffold200-size191381-gene-0.8,18,0.0,9.0,False
scaffold200-size191381-gene-0.9,24,21.0,12.0,True
scaffold201-size101338-gene-0.18,13,0.0,6.5,False
scaffold201-size101338-gene-0.2,22,21.0,11.0,True
scaffold201-size101338-gene-0.4,20,17.0,10.0,True
scaffold201-size101338-gene-0.5,5,1.0,2.5,False
scaffold201-size101338-gene-0.9,3,0.0,1.5,False
scaffold203-size182073-gene-0.0,3,0.0,1.5,False
scaffold203-size182073-gene-0.10,23,2.0,11.5,False
scaffold203-size182073-gene-0.11,22,0.0,11.0,False
scaffold203-size182073-gene-0.12,22,1.0,11.0,False
scaffold203-size182073-gene-0.17,21,21.0,10.5,True
scaffold203-size182073-gene-0.18,10,0.0,5.0,False
scaffold203-size182073-gene-0.19,22,19.0,11.0,True
scaffold203-size182073-gene-0.20,20,0.0,10.0,False
scaffold203-size182073-gene-0.21,19,0.0,9.5,False
scaffold203-size182073-gene-0.22,23,0.0,11.5,False
scaffold203-size182073-gene-0.23,12,1.0,6.0,False
scaffold203-size182073-gene-0.25,12,0.0,6.0,False
scaffold203-size182073-gene-0.26,22,12.0,11.0,True
scaffold203-size182073-gene-0.27,23,10.0,11.5,False
scaffold203-size182073-gene-0.28,6,6.0,3.0,True
scaffold203-size182073-gene-0.3,19,0.0,9.5,False
scaffold203-size182073-gene-0.30,18,18.0,9.0,True
scaffold203-size182073-gene-0.31,19,7.0,9.5,False
scaffold203-size182073-gene-0.36,22,12.0,11.0,True
scaffold203-size182073-gene-0.4,20,19.0,10.0,True
scaffold203-size182073-gene-0.5,20,0.0,10.0,False
scaffold203-size182073-gene-0.6,23,1.0,11.5,False
scaffold203-size182073-gene-0.7,23,0.0,11.5,False
scaffold203-size182073-gene-0.8,21,0.0,10.5,False
scaffold203-size182073-gene-0.9,22,0.0,11.0,False
scaffold204-size235229-gene-0.0,1,0.0,0.5,False
scaffold204-size235229-gene-0.1,16,0.0,8.0,False
scaffold204-size235229-gene-1.0,2,0.0,1.0,False
scaffold204-size235229-gene-1.3,1,0.0,0.5,False
scaffold204-size235229-gene-1.4,16,0.0,8.0,False
scaffold204-size235229-gene-1.5,13,1.0,6.5,False
scaffold204-size235229-gene-1.6,8,0.0,4.0,False
scaffold207-size99435-gene-0.13,15,0.0,7.5,False
scaffold207-size99435-gene-0.14,1,0.0,0.5,False
scaffold207-size99435-gene-0.15,1,0.0,0.5,False
scaffold207-size99435-gene-0.16,20,19.0,10.0,True
scaffold207-size99435-gene-0.9,20,0.0,10.0,False
scaffold208-size99253-gene-0.10,21,0.0,10.5,False
scaffold209-size99097-gene-0.16,1,0.0,0.5,False
scaffold209-size99097-gene-0.17,13,0.0,6.5,False
scaffold209-size99097-gene-0.18,22,21.0,11.0,True
scaffold209-size99097-gene-0.2,15,0.0,7.5,False
scaffold209-size99097-gene-0.6,18,17.0,9.0,True
scaffold209-size99097-gene-0.9,17,0.0,8.5,False
scaffold21-size532860-gene-0.1,18,18.0,9.0,True
scaffold21-size532860-gene-0.3,1,0.0,0.5,False
scaffold21-size532860-gene-0.4,9,0.0,4.5,False
scaffold21-size532860-gene-0.7,1,0.0,0.5,False
scaffold21-size532860-gene-0.9,7,0.0,3.5,False
scaffold21-size532860-gene-1.0,13,0.0,6.5,False
scaffold21-size532860-gene-1.1,7,0.0,3.5,False
scaffold21-size532860-gene-2.10,11,0.0,5.5,False
scaffold21-size532860-gene-2.11,11,0.0,5.5,False
scaffold21-size532860-gene-2.9,10,0.0,5.0,False
scaffold21-size532860-gene-3.0,22,0.0,11.0,False
scaffold21-size532860-gene-3.1,20,11.0,10.0,True
scaffold21-size532860-gene-3.10,16,14.0,8.0,True
scaffold21-size532860-gene-3.11,11,0.0,5.5,False
scaffold21-size532860-gene-3.12,16,0.0,8.0,False
scaffold21-size532860-gene-3.13,22,4.0,11.0,False
scaffold21-size532860-gene-3.14,5,0.0,2.5,False
scaffold21-size532860-gene-3.15,21,18.0,10.5,True
scaffold21-size532860-gene-3.2,10,0.0,5.0,False
scaffold21-size532860-gene-3.4,23,22.0,11.5,True
scaffold21-size532860-gene-3.6,22,18.0,11.0,True
scaffold21-size532860-gene-3.9,1,0.0,0.5,False
scaffold21-size532860-gene-4.0,11,0.0,5.5,False
scaffold21-size532860-gene-4.1,2,0.0,1.0,False
scaffold21-size532860-gene-4.10,17,12.0,8.5,True
scaffold21-size532860-gene-4.11,1,0.0,0.5,False
scaffold21-size532860-gene-4.12,17,0.0,8.5,False
scaffold21-size532860-gene-4.13,13,0.0,6.5,False
scaffold21-size532860-gene-4.14,20,0.0,10.0,False
scaffold21-size532860-gene-4.15,15,0.0,7.5,False
scaffold21-size532860-gene-4.16,1,0.0,0.5,False
scaffold21-size532860-gene-4.17,22,0.0,11.0,False
scaffold21-size532860-gene-4.18,21,0.0,10.5,False
scaffold21-size532860-gene-4.19,21,0.0,10.5,False
scaffold21-size532860-gene-4.2,1,0.0,0.5,False
scaffold21-size532860-gene-4.21,19,0.0,9.5,False
scaffold21-size532860-gene-4.24,8,3.0,4.0,False
scaffold21-size532860-gene-4.25,20,3.0,10.0,False
scaffold21-size532860-gene-4.26,19,7.0,9.5,False
scaffold21-size532860-gene-4.27,14,0.0,7.0,False
scaffold21-size532860-gene-4.28,12,0.0,6.0,False
scaffold21-size532860-gene-4.31,16,15.0,8.0,True
scaffold21-size532860-gene-4.33,22,0.0,11.0,False
scaffold21-size532860-gene-4.34,18,0.0,9.0,False
scaffold21-size532860-gene-4.36,14,0.0,7.0,False
scaffold21-size532860-gene-4.37,22,0.0,11.0,False
scaffold21-size532860-gene-4.38,22,0.0,11.0,False
scaffold21-size532860-gene-4.39,20,18.0,10.0,True
scaffold21-size532860-gene-4.42,14,9.0,7.0,True
scaffold21-size532860-gene-4.43,20,0.0,10.0,False
scaffold21-size532860-gene-4.44,21,0.0,10.5,False
scaffold21-size532860-gene-4.45,20,0.0,10.0,False
scaffold21-size532860-gene-4.48,15,6.0,7.5,False
scaffold21-size532860-gene-4.49,24,0.0,12.0,False
scaffold21-size532860-gene-4.5,3,0.0,1.5,False
scaffold21-size532860-gene-4.50,20,0.0,10.0,False
scaffold21-size532860-gene-4.51,24,0.0,12.0,False
scaffold21-size532860-gene-4.52,22,10.0,11.0,False
scaffold21-size532860-gene-4.6,22,0.0,11.0,False
scaffold21-size532860-gene-4.7,20,0.0,10.0,False
scaffold21-size532860-gene-4.8,20,0.0,10.0,False
scaffold210-size99039-gene-0.0,5,0.0,2.5,False
scaffold210-size99039-gene-0.1,23,0.0,11.5,False
scaffold210-size99039-gene-0.10,5,5.0,2.5,True
scaffold210-size99039-gene-0.11,1,0.0,0.5,False
scaffold210-size99039-gene-0.3,2,2.0,1.0,True
scaffold210-size99039-gene-0.6,10,2.0,5.0,False
scaffold210-size99039-gene-0.7,16,1.0,8.0,False
scaffold210-size99039-gene-0.8,12,10.0,6.0,True
scaffold210-size99039-gene-0.9,20,7.0,10.0,False
scaffold211-size128424-gene-0.16,1,0.0,0.5,False
scaffold211-size128424-gene-0.19,21,0.0,10.5,False
scaffold211-size128424-gene-0.21,16,0.0,8.0,False
scaffold211-size128424-gene-0.22,3,3.0,1.5,True
scaffold211-size128424-gene-0.24,21,0.0,10.5,False
scaffold211-size128424-gene-0.26,1,0.0,0.5,False
scaffold211-size128424-gene-0.27,18,0.0,9.0,False
scaffold212-size129547-gene-0.0,16,11.0,8.0,True
scaffold212-size129547-gene-0.1,21,0.0,10.5,False
scaffold212-size129547-gene-0.10,20,0.0,10.0,False
scaffold212-size129547-gene-0.11,22,21.0,11.0,True
scaffold212-size129547-gene-0.12,20,0.0,10.0,False
scaffold212-size129547-gene-0.13,6,0.0,3.0,False
scaffold212-size129547-gene-0.14,3,0.0,1.5,False
